build_year,lat,living_area,long,municipality_name,zipcode,num_rooms,object_type_name,price,water_percentage_1000,travel_time_private_transport,travel_time_public_transport,number_of_buildings_in_hectare,number_of_apartments_in_hectare,number_of_workplaces_in_hectare,number_of_workplaces_sector_1_in_hectare,number_of_workplaces_sector_2_in_hectare,number_of_workplaces_sector_3_in_hectare,population_in_hectare
1962,46.7246208190918,125.0,9.548971176147461,Vaz/Obervaz,7078,5.0,Einfamilienhaus,2000000.0,0.00011953530966390181,85.0,120.0,4,4.0,0,0,0,0,0
1928,46.678394317627,129.0,8.76101684570312,Tujetsch,7187,6.0,Sonstiges,267000.0,0.17619567940017328,85.0,170.0,8,18.0,3,3,0,0,11
1992,47.0189361572266,140.0,7.2258768081665,Kallnach,3283,6.0,Einfamilienhaus,575000.0,0.007578114921067866,19.0,40.0,5,10.0,0,0,0,0,17
1954,47.4523315429688,105.0,9.05218505859375,Wil (SG),9500,5.0,Mehrfamilienhaus,680000.0,0.014703121122901012,33.0,47.0,14,20.0,0,0,0,0,45
2015,47.4519157409668,136.0,9.11066150665283,Uzwil,9247,5.0,Mehrfamilienhaus,890000.0,0.0003473465240826689,39.0,54.0,16,16.0,3,0,0,3,64
1979,47.0723533630371,120.0,6.711901664733889,Les Brenets,2416,4.0,Einfamilienhaus,595000.0,0.04138957121067904,59.0,94.0,4,5.0,3,0,0,3,14
1800,46.4756202697754,167.0,7.427767753601071,Lenk,3775,8.0,Sonstiges,1480000.0,0.005370374016161944,54.0,108.0,2,3.0,3,0,0,3,3
1925,47.381534576415994,273.0,9.53819847106934,Altstätten,9450,15.0,Einfamilienhaus,3550000.0,0.00013063405056674764,67.0,101.0,4,5.0,3,0,0,3,10
1920,47.1583862304688,100.0,9.46816158294678,Buchs (SG),9470,4.0,Mehrfamilienhaus,430000.0,0.0030847984992993377,62.0,70.0,11,12.0,0,0,0,0,32
2017,47.2525482177734,355.0,9.00491142272949,Gommiswald,8725,4.0,Einfamilienhaus,950000.0,0.0,37.0,62.0,0,0.0,0,0,0,0,0
1993,47.319664001464794,145.0,8.42442989349365,Arni (AG),8905,5.0,Mehrfamilienhaus,890000.0,0.0,12.0,20.0,19,38.0,6,0,3,5,101
1947,47.2826919555664,287.0,8.15404224395752,Zetzwil,5732,8.0,Einfamilienhaus,1090000.0,0.0,36.0,60.0,2,4.0,0,0,0,0,5
2005,46.5159111022949,200.0,6.448321342468259,Denens,1135,7.0,Einfamilienhaus,2280000.0,0.0,13.0,25.0,13,13.0,3,0,3,3,30
2019,47.15140533447271,180.0,8.32328510284424,Hildisrieden,6024,5.0,Mehrfamilienhaus,1390000.0,0.0043677613737077795,28.0,65.0,7,9.0,0,0,0,0,28
1978,46.1718902587891,250.0,8.78940582275391,Locarno,6605,6.0,Mehrfamilienhaus,1850000.0,0.0014530870643423544,35.0,57.0,15,25.0,3,0,0,3,32
1998,47.4718017578125,207.0,8.39979934692383,Boppelsen,8113,7.0,Einfamilienhaus,1685000.0,0.0003432930003856848,14.0,13.0,13,15.0,3,0,0,3,34
2015,47.2823333740234,166.0,7.53015279769897,Welschenrohr,4716,5.0,Einfamilienhaus,1090000.0,0.01300753049525911,44.0,84.0,5,6.0,0,0,0,0,8
1999,47.6168327331543,197.0,8.53694152832031,Rafz,8197,4.0,Einfamilienhaus,1350000.0,0.0011060882308495997,23.0,29.0,5,6.0,3,0,0,3,12
1975,47.13940811157229,185.0,9.11181735992432,Weesen,8872,7.0,Einfamilienhaus,1950000.0,0.3533616822067496,38.0,73.0,9,12.0,4,0,0,4,11
1920,47.2839012145996,145.0,9.54307746887207,Rüthi (SG),9464,7.0,Einfamilienhaus,650000.0,0.09606102198197293,72.0,109.0,13,13.0,3,0,0,3,38
2018,47.4642753601074,95.0,9.59208297729492,Rheineck,9424,4.0,Einfamilienhaus,590000.0,0.01632989314192511,58.0,103.0,15,57.0,4,0,3,3,105
1971,47.3495216369629,176.0,8.24468994140625,Villmergen,5612,6.0,Einfamilienhaus,1100000.0,0.0005666272902591684,26.0,43.0,3,4.0,3,0,0,3,6
1994,47.246273040771506,122.0,9.23636054992676,Nesslau,9651,4.0,Einfamilienhaus,450000.0,0.012652963657098995,52.0,79.0,10,12.0,3,0,0,3,12
1954,47.5642623901367,179.0,7.90625524520874,Wallbach,4323,8.0,Einfamilienhaus,1950000.0,0.06465951107750396,21.0,41.0,6,6.0,3,0,0,3,16
1980,47.0974540710449,136.0,8.34805965423584,Buchrain,6033,5.0,Einfamilienhaus,1350000.0,0.03772495714899269,30.0,60.0,11,17.0,3,0,3,3,50
1918,47.40518951416021,180.0,8.55631446838379,Zürich,8050,7.0,Einfamilienhaus,1900000.0,0.0005019120003614634,0.0,0.0,12,48.0,5,0,0,5,111
2002,47.12955474853521,154.0,8.193394660949709,Sempach,6204,6.0,Mehrfamilienhaus,1360000.0,0.3019950172082929,34.0,81.0,9,14.0,3,0,0,3,37
1850,46.9309883117676,150.0,7.64148092269897,Arni (BE),3508,9.0,Sonstiges,650000.0,0.0,15.0,52.0,3,9.0,0,0,0,0,10
2014,47.2458076477051,210.0,9.23355484008789,Nesslau,9651,6.0,Einfamilienhaus,445000.0,0.01300063271083922,52.0,79.0,2,4.0,0,0,0,0,3
1980,46.6319808959961,107.0,8.053709030151369,Grindelwald,3818,4.0,Einfamilienhaus,1400000.0,0.0,50.0,98.0,6,14.0,0,0,0,0,7
1997,47.410945892334006,177.0,8.26895999908447,Mellingen,5507,6.0,Mehrfamilienhaus,790000.0,0.024786136670762755,20.0,45.0,15,15.0,3,0,0,3,60
1920,47.253143310546896,55.0,8.60964679718018,Horgen,8810,4.0,Mehrfamilienhaus,700000.0,0.24248843373816295,15.0,12.0,17,35.0,3,0,0,3,56
1985,47.3713493347168,115.0,8.34293174743652,Eggenwil,5445,4.0,Mehrfamilienhaus,890000.0,0.05408564299003387,17.0,39.0,1,1.0,3,0,3,3,0
1959,46.826301574707,210.0,7.2994556427002,Heitenried,1714,8.0,Mehrfamilienhaus,710000.0,0.0,22.0,36.0,6,11.0,3,0,0,3,21
1981,47.2116775512695,120.0,7.79412984848022,Langenthal,4900,5.0,Mehrfamilienhaus,535000.0,0.002577688621038444,34.0,38.0,18,25.0,3,0,0,3,60
1975,47.528560638427706,138.0,7.9410514831542995,Obermumpf,4324,5.0,Einfamilienhaus,625000.0,0.0,24.0,40.0,8,8.0,0,0,0,0,14
1850,47.529579162597706,90.0,8.750988006591799,Winterthur,8404,4.0,Mehrfamilienhaus,600000.0,0.00026913385556772795,16.0,17.0,6,18.0,0,0,0,0,28
1977,47.407356262207,150.0,7.08749914169312,Fontenais,2902,5.0,Einfamilienhaus,460000.0,0.0,49.0,92.0,9,9.0,0,0,0,0,12
1980,47.291145324707,138.0,8.09075355529785,Schlossrued,5044,5.0,Einfamilienhaus,560000.0,0.0,34.0,69.0,3,3.0,0,0,0,0,7
1976,47.3172492980957,113.0,7.847369194030759,Kappel (SO),4616,4.0,Einfamilienhaus,496000.0,0.0,29.0,54.0,6,6.0,0,0,0,0,20
1979,47.4635429382324,100.0,7.75729036331177,Lausen,4415,4.0,Mehrfamilienhaus,579000.0,0.0,18.0,25.0,34,36.0,3,0,3,0,97
1995,47.2782211303711,140.0,8.90974235534668,Wald (ZH),8636,4.0,Mehrfamilienhaus,798000.0,0.0019875151406684574,26.0,40.0,4,5.0,0,0,0,0,11
1984,46.9287452697754,230.0,7.47510099411011,Muri bei Bern,3074,7.0,Einfamilienhaus,1800000.0,0.06297949203569334,6.0,14.0,7,8.0,0,0,0,0,23
1954,46.2632713317871,160.0,7.3984375,Ayent,1966,6.0,Einfamilienhaus,580000.0,0.003255735562648198,62.0,101.0,9,9.0,9,3,3,5,22
1996,47.6970329284668,156.0,8.59510326385498,Beringen,8222,5.0,Einfamilienhaus,849756.0,0.0,37.0,65.0,6,6.0,0,0,0,0,14
1913,47.3550491333008,140.0,8.094775199890138,Gränichen,5722,6.0,Einfamilienhaus,849000.0,0.006089134519469921,31.0,45.0,9,36.0,0,0,0,0,52
1954,47.4619483947754,115.0,8.584353446960451,Kloten,8302,4.0,Einfamilienhaus,1200000.0,0.0014810455653959445,9.0,7.0,8,9.0,3,0,0,3,20
1990,47.348148345947294,168.0,8.26847076416016,Wohlen (AG),5610,6.0,Mehrfamilienhaus,845000.0,0.0,22.0,30.0,5,6.0,3,0,0,3,7
1900,47.0874176025391,213.0,7.568060398101809,Rüdtligen-Alchenflüh,3422,7.0,Einfamilienhaus,810000.0,0.01901717375075946,15.0,32.0,3,7.0,0,0,0,0,11
1980,47.66422271728521,119.0,8.77252864837646,Basadingen-Schlattingen,8255,6.0,Einfamilienhaus,840000.0,0.0004033000621337391,33.0,68.0,7,7.0,0,0,0,0,17
1980,47.2532539367676,235.0,8.16996479034424,Reinach (AG),5734,6.0,Einfamilienhaus,848000.0,0.0006486569062172992,38.0,67.0,6,7.0,0,0,0,0,19
1920,46.9665184020996,100.0,8.47541904449463,Beckenried,6375,4.0,Einfamilienhaus,650000.0,0.4537435637703986,46.0,106.0,3,5.0,3,0,0,3,6
1934,47.3468704223633,180.0,8.59862899780273,Zollikon,8125,5.0,Einfamilienhaus,1350000.0,0.0,9.0,3.0,10,12.0,3,0,3,3,30
1997,47.3200607299805,132.0,8.41643810272217,Arni (AG),8905,5.0,Einfamilienhaus,1345000.0,0.0,12.0,20.0,11,16.0,3,0,0,3,43
1860,47.1878128051758,326.0,7.70153284072876,Herzogenbuchsee,3360,8.0,Einfamilienhaus,1480000.0,0.0,27.0,32.0,7,12.0,7,0,0,7,19
2003,47.204654693603494,129.0,8.684779167175291,Richterswil,8805,5.0,Mehrfamilienhaus,1190000.0,0.0030968695443570463,16.0,24.0,21,55.0,3,0,0,3,131
1749,47.560298919677706,172.0,8.89016532897949,Frauenfeld,8500,6.0,Mehrfamilienhaus,1020000.0,0.012430643805465005,28.0,34.0,9,24.0,5,0,0,5,52
1980,46.84529876708979,204.0,7.57538604736328,Wichtrach,3114,6.0,Einfamilienhaus,1300000.0,0.0,15.0,25.0,14,15.0,3,0,0,3,37
2015,46.471858978271506,195.0,6.21702432632446,Bassins,1269,5.0,Mehrfamilienhaus,1495000.0,0.0,27.0,42.0,5,5.0,0,0,0,0,19
2001,46.5090484619141,190.0,6.38952541351318,Saint-Livres,1176,6.0,Mehrfamilienhaus,1365000.0,0.004545154663895503,19.0,40.0,8,10.0,0,0,0,0,18
1996,47.1712303161621,176.0,8.97629165649414,Reichenburg,8864,5.0,Mehrfamilienhaus,850000.0,0.022387643432919224,29.0,45.0,21,21.0,4,0,0,4,58
2004,47.4827537536621,154.0,8.696994781494139,Winterthur,8406,5.0,Mehrfamilienhaus,1070000.0,0.014114067996621632,16.0,17.0,19,44.0,5,0,3,4,93
1970,47.498016357421896,150.0,7.599755764007571,Reinach (BL),4153,5.0,Mehrfamilienhaus,1180000.0,0.01788493342092285,12.0,15.0,14,31.0,3,0,3,3,65
1996,47.5043869018555,260.0,8.2490758895874,Untersiggenthal,5417,7.0,Einfamilienhaus,1950000.0,0.0412077750430946,23.0,33.0,10,13.0,0,0,0,0,27
1925,47.679615020752,210.0,8.60585498809814,Neuhausen am Rheinfall,8212,10.0,Einfamilienhaus,1890000.0,0.07019413534826326,36.0,46.0,12,34.0,3,0,0,3,98
1977,46.92688369750979,194.0,9.5333251953125,Untervaz,7204,5.0,Einfamilienhaus,1900000.0,0.0,62.0,99.0,24,37.0,3,0,3,3,67
1650,47.3199996948242,116.0,8.79289436340332,Wetzikon (ZH),8620,5.0,Einfamilienhaus,729000.0,0.005813261194624875,20.0,17.0,14,27.0,20,0,0,20,48
1830,47.2522048950195,772.0,8.44992351531982,Mettmenstetten,8932,8.0,Mehrfamilienhaus,790000.0,0.0007781997725559751,17.0,28.0,5,7.0,3,3,0,0,6
1964,46.978397369384794,210.0,6.80633306503296,Rochefort,2019,8.0,Einfamilienhaus,2000000.0,0.0,41.0,72.0,2,2.0,0,0,0,0,3
1980,46.5237159729004,125.0,6.50608587265015,Echichens,1112,5.0,Einfamilienhaus,1250000.0,0.011893684821947756,14.0,25.0,3,3.0,0,0,0,0,3
2010,46.1383781433105,245.0,8.83264541625977,Gambarogno,6574,7.0,Einfamilienhaus,1380000.0,0.2438331042799991,28.0,61.0,2,2.0,0,0,0,0,3
1966,47.31835556030271,240.0,8.78896331787109,Wetzikon (ZH),8620,7.0,Einfamilienhaus,1350000.0,0.005194325206500443,20.0,17.0,12,12.0,3,0,3,3,38
2019,47.0898094177246,220.0,8.46213817596436,Küssnacht (SZ),6405,6.0,Einfamilienhaus,2990000.0,0.20473221486115487,26.0,54.0,1,3.0,0,0,0,0,5
1977,47.169403076171896,280.0,8.1441125869751,Schenkon,6214,7.0,Einfamilienhaus,2280000.0,0.253006244382792,40.0,71.0,5,10.0,0,0,0,0,20
1979,47.338314056396506,450.0,7.37604093551636,Courrendlin,2830,9.0,Einfamilienhaus,780000.0,0.013529103963850243,34.0,58.0,8,8.0,3,0,0,3,24
2014,46.47966003417971,231.0,6.832001686096191,Chardonne,1803,7.0,Einfamilienhaus,2050000.0,0.0,19.0,41.0,6,7.0,0,0,0,0,18
1912,47.286014556884794,150.0,8.01026916503906,Bottenwil,4814,4.0,Sonstiges,645000.0,0.0,35.0,63.0,3,3.0,3,0,3,0,4
1690,47.3316230773926,105.0,8.786205291748049,Wetzikon (ZH),8620,4.0,Einfamilienhaus,520000.0,0.01761829593211427,20.0,17.0,13,43.0,3,0,3,3,74
1985,47.2746658325195,250.0,8.33127593994141,Muri (AG),5630,8.0,Einfamilienhaus,1730000.0,0.0,21.0,39.0,13,14.0,4,0,0,4,41
1992,47.0651321411133,176.0,8.40583801269531,Küssnacht (SZ),6402,5.0,Einfamilienhaus,1840000.0,0.30524706767266885,26.0,54.0,22,25.0,4,0,0,4,74
1932,47.4715347290039,126.0,8.159976005554201,Villnachern,5213,5.0,Einfamilienhaus,645000.0,0.041401743318378086,27.0,39.0,9,9.0,0,0,0,0,19
2006,47.527095794677706,150.0,7.563629627227779,Bottmingen,4103,6.0,Mehrfamilienhaus,1900000.0,0.003256994835892148,6.0,12.0,7,7.0,4,0,0,4,19
1972,45.9109230041504,115.0,8.97158241271973,Riva San Vitale,6826,3.0,Mehrfamilienhaus,715000.0,0.3101124499468377,17.0,25.0,14,18.0,3,0,3,0,35
2009,47.5422019958496,176.0,9.19132137298584,Sulgen,8583,5.0,Einfamilienhaus,1590000.0,0.0024749554012551862,44.0,52.0,12,12.0,0,0,0,0,34
2007,47.3625068664551,191.0,8.22185611724854,Dintikon,5606,6.0,Einfamilienhaus,1790000.0,0.00018543976839595312,26.0,29.0,9,15.0,0,0,0,0,43
2019,47.5390472412109,214.0,7.56957817077637,Binningen,4102,6.0,Einfamilienhaus,2170000.0,0.004099093006287032,4.0,10.0,16,20.0,3,0,0,3,40
1995,47.57860946655271,132.0,8.260988235473631,Klingnau,5313,5.0,Mehrfamilienhaus,780000.0,0.03774835590389297,33.0,35.0,14,21.0,3,0,3,3,27
2005,47.468292236328104,164.0,9.29023170471191,Waldkirch,9205,6.0,Einfamilienhaus,1250000.0,0.0,50.0,111.0,11,12.0,3,0,0,3,44
1925,47.053859710693395,157.0,9.40068054199219,Mels,8889,6.0,Sonstiges,690000.0,0.0063237568089343655,53.0,74.0,2,2.0,0,0,0,0,5
2004,47.537071228027294,192.0,7.73539161682129,Kaiseraugst,4303,5.0,Mehrfamilienhaus,795000.0,0.04961559367704303,10.0,18.0,30,30.0,3,0,0,3,91
1984,47.327667236328104,166.0,8.79150295257568,Wetzikon (ZH),8620,6.0,Einfamilienhaus,1185000.0,0.010458417026886005,20.0,17.0,8,33.0,4,0,3,3,83
1981,47.138729095459006,115.0,7.30032110214233,Orpund,2552,4.0,Einfamilienhaus,630000.0,0.02593426008546295,26.0,56.0,12,13.0,0,0,0,0,28
1964,47.12934875488279,190.0,7.608489990234378,Koppigen,3425,7.0,Einfamilienhaus,625000.0,0.0,20.0,46.0,5,5.0,3,3,0,0,11
1987,47.6618728637695,141.0,8.84359359741211,Wagenhausen,8259,4.0,Einfamilienhaus,830000.0,0.14965211751180238,40.0,60.0,5,5.0,3,0,0,3,8
1969,47.323822021484396,117.0,7.90110063552856,Aarburg,4663,4.0,Einfamilienhaus,730000.0,0.06091531608347015,33.0,37.0,12,14.0,3,0,3,0,27
1920,47.5650749206543,180.0,9.376057624816893,Romanshorn,8590,7.0,Einfamilienhaus,690000.0,0.2681184582022353,56.0,71.0,11,41.0,4,0,0,4,67
1976,47.5174369812012,150.0,8.32666969299316,Lengnau (AG),5426,5.0,Einfamilienhaus,795000.0,0.007682597695607183,24.0,44.0,6,8.0,3,0,0,3,23
1977,47.3897933959961,115.0,8.38606643676758,Bergdietikon,8962,4.0,Mehrfamilienhaus,960000.0,0.009290520939424616,15.0,19.0,12,18.0,3,0,0,3,41
1907,47.4141311645508,130.0,8.162990570068361,Möriken-Wildegg,5103,4.0,Mehrfamilienhaus,767528.0,0.053428397537195686,22.0,38.0,6,13.0,4,0,0,4,17
2008,47.1966133117676,215.0,7.386611461639402,Grenchen,2540,6.0,Einfamilienhaus,1150000.0,0.0,31.0,47.0,6,7.0,3,0,0,3,19
1979,47.234683990478494,220.0,8.17765712738037,Burg (AG),5736,5.0,Einfamilienhaus,595000.0,0.0034899044329297787,40.0,70.0,9,9.0,3,0,3,0,22
2000,47.3493881225586,158.0,8.64401149749756,Maur,8123,6.0,Mehrfamilienhaus,1450000.0,0.0003206810058919229,13.0,10.0,15,29.0,6,3,3,4,70
1794,47.4334945678711,150.0,8.879106521606449,Turbenthal,8488,6.0,Mehrfamilienhaus,695000.0,0.0,26.0,49.0,8,8.0,3,0,0,3,16
1998,47.4878997802734,151.0,9.30231666564941,Hauptwil-Gottshaus,9225,5.0,Mehrfamilienhaus,482000.0,0.0038357203541169492,51.0,78.0,13,13.0,0,0,0,0,37
1998,47.4878540039062,145.0,9.30225944519043,Hauptwil-Gottshaus,9225,5.0,Mehrfamilienhaus,450000.0,0.003554654507563232,51.0,78.0,13,13.0,0,0,0,0,37
1975,47.0423927307129,140.0,9.44382858276367,Sargans,7320,5.0,Mehrfamilienhaus,780000.0,0.0,52.0,59.0,7,7.0,3,0,0,3,17
1997,47.5117301940918,131.0,7.7307233810424805,Füllinsdorf,4414,6.0,Mehrfamilienhaus,740000.0,0.005771166501522132,12.0,19.0,15,16.0,0,0,0,0,45
1994,47.3958930969238,120.0,7.618963718414309,Nunningen,4208,4.0,Einfamilienhaus,770000.0,0.0,21.0,40.0,9,9.0,0,0,0,0,23
1850,47.3492431640625,110.0,7.76877593994141,Langenbruck,4438,2.0,Mehrfamilienhaus,485000.0,0.00017194302113684044,31.0,59.0,13,20.0,3,0,0,3,37
1968,46.2862777709961,160.0,7.07486295700073,Gryon,1882,5.0,Einfamilienhaus,1200000.0,0.002095737369881849,43.0,88.0,4,4.0,0,0,0,0,3
1974,46.2404441833496,85.0,7.46475553512573,Grône,3979,4.0,Einfamilienhaus,490000.0,0.0,60.0,100.0,7,8.0,3,0,0,3,5
1988,47.238674163818395,146.0,8.07735061645508,Triengen,6234,5.0,Einfamilienhaus,745000.0,0.0,37.0,78.0,12,16.0,3,0,0,3,28
1977,46.815242767334006,48.0,7.884357452392581,Schangnau,6197,3.0,Einfamilienhaus,240000.0,0.011838550630610534,44.0,96.0,1,1.0,0,0,0,0,0
2008,47.5406913757324,204.0,8.82614421844482,Wiesendangen,8543,6.0,Mehrfamilienhaus,956000.0,0.00044575708480852947,25.0,42.0,10,17.0,3,0,3,0,59
1964,47.5238037109375,83.0,7.89908933639526,Zuzgen,4315,4.0,Einfamilienhaus,490000.0,0.0,21.0,45.0,2,2.0,0,0,0,0,5
2019,46.3158493041992,151.0,7.75602722167969,Steg-Hohtenn,3940,4.0,Wohnung,560000.0,0.01607125646625236,75.0,87.0,3,3.0,0,0,0,0,6
2001,46.6556396484375,174.0,7.77735471725464,Leissigen,3706,4.0,Einfamilienhaus,1280000.0,0.4124774466236605,28.0,48.0,4,7.0,3,0,3,0,7
1964,47.5275993347168,110.0,7.89950799942017,Zuzgen,4315,6.0,Einfamilienhaus,575000.0,0.0,21.0,45.0,10,10.0,0,0,0,0,22
1920,47.4649124145508,160.0,9.59005641937256,Rheineck,9424,6.0,Einfamilienhaus,560000.0,0.01285815332405472,58.0,103.0,7,14.0,3,0,0,3,31
1985,47.582035064697294,124.0,8.246657371521,Klingnau,5313,5.0,Mehrfamilienhaus,595000.0,0.21878414833090432,33.0,35.0,10,11.0,3,0,3,0,23
1906,47.5164108276367,230.0,9.42924976348877,Arbon,9320,7.0,Einfamilienhaus,975000.0,0.31125148369515937,57.0,93.0,10,20.0,0,0,0,0,39
1865,47.5029220581055,207.0,8.59470748901367,Embrach,8424,7.0,Einfamilienhaus,925000.0,0.001572244811232525,14.0,27.0,4,9.0,6,0,0,6,14
1986,47.266139984130895,101.0,7.78863525390625,Wolfwil,4628,4.0,Einfamilienhaus,535000.0,0.1578249393264497,34.0,62.0,7,8.0,3,3,3,3,16
1962,47.3759155273438,76.0,7.992558479309079,Niedergösgen,5013,5.0,Mehrfamilienhaus,335000.0,0.069818414275147,35.0,54.0,16,25.0,0,0,0,0,54
1989,46.86979675292971,120.0,7.00864839553833,Belmont-Broye,1564,5.0,Mehrfamilienhaus,560000.0,0.007390861756541108,24.0,43.0,13,14.0,3,0,0,3,43
1958,47.4077835083008,122.0,9.62451171875,Au (SG),9435,5.0,Einfamilienhaus,800000.0,0.004889229981527732,65.0,104.0,13,13.0,3,0,0,3,28
1980,47.3964653015137,178.0,7.57835054397583,Fehren,4232,5.0,Einfamilienhaus,485000.0,0.24897038146326686,21.0,42.0,8,15.0,3,3,0,3,19
1983,47.4128646850586,165.0,8.4399471282959,Unterengstringen,8103,4.0,Mehrfamilienhaus,1300000.0,0.032794589275642376,8.0,18.0,4,4.0,3,0,0,3,8
1900,46.9367141723633,204.0,9.56539344787598,Zizers,7205,6.0,Einfamilienhaus,690000.0,0.02085864198503829,63.0,78.0,15,28.0,5,0,0,5,49
2008,47.13664245605471,126.0,9.288454055786133,Walenstadt,8881,5.0,Einfamilienhaus,820000.0,0.03915422427388813,47.0,74.0,6,6.0,0,0,0,0,3
1967,47.339683532714794,193.0,9.530442237854,Eichberg,9453,7.0,Einfamilienhaus,980000.0,0.003343803983445074,66.0,125.0,9,13.0,3,0,3,0,26
1972,46.8313522338867,145.0,9.43673419952393,Domat/Ems,7013,6.0,Einfamilienhaus,730000.0,0.0515990273168377,68.0,93.0,12,13.0,3,0,0,3,27
1962,47.7079086303711,80.0,8.80946350097656,Ramsen,8262,4.0,Einfamilienhaus,450000.0,0.008743141489829109,41.0,89.0,17,23.0,3,3,0,3,45
1949,47.453548431396506,76.0,8.52938175201416,Rümlang,8153,4.0,Einfamilienhaus,620000.0,0.008397678105304947,8.0,6.0,8,10.0,3,0,3,3,19
1939,47.4638252258301,210.0,9.00693988800049,Sirnach,8370,6.0,Einfamilienhaus,995000.0,0.0,31.0,47.0,8,15.0,3,0,3,3,23
1988,47.11662292480471,463.0,7.13711309432983,Plateau de Diesse,2516,9.0,Mehrfamilienhaus,520000.0,0.0,33.0,92.0,9,11.0,3,3,3,0,20
1989,47.2133369445801,177.0,8.605198860168459,Hirzel,8816,5.0,Einfamilienhaus,1700000.0,0.016551408310652185,15.0,35.0,2,2.0,0,0,0,0,6
1960,47.51572036743161,95.0,8.76321983337402,Winterthur,8404,4.0,Mehrfamilienhaus,680000.0,0.005546594203851164,16.0,17.0,25,25.0,4,0,3,3,49
2016,46.209888458252,120.0,6.989749908447268,Vérossaz,1891,4.0,Einfamilienhaus,607000.0,0.0,37.0,73.0,7,7.0,0,0,0,0,17
1920,47.199161529540994,1288.0,7.38561010360718,Grenchen,2540,7.0,Einfamilienhaus,895000.0,0.0,31.0,47.0,3,6.0,0,0,0,0,10
1976,47.294017791748,153.0,8.61186218261719,Herrliberg,8704,5.0,Mehrfamilienhaus,1600000.0,0.04741294427525235,15.0,13.0,11,31.0,3,0,0,3,48
1964,47.5524826049805,300.0,7.55391693115234,Allschwil,4123,7.0,Einfamilienhaus,1690000.0,0.0,8.0,6.0,20,35.0,3,0,3,3,77
1981,47.5877265930176,166.0,8.28816795349121,Bad Zurzach,5330,9.0,Einfamilienhaus,770000.0,0.02262597845763008,31.0,50.0,7,6.0,4,0,0,4,16
1951,47.2298240661621,88.0,8.971269607543949,Uznach,8730,5.0,Mehrfamilienhaus,292000.0,0.003242067469026504,30.0,46.0,11,20.0,3,0,0,3,37
1966,47.547004699707,256.0,9.21805000305176,Erlen,8586,7.0,Einfamilienhaus,1290000.0,0.0008020074436929633,47.0,66.0,11,11.0,0,0,0,0,51
2016,47.0274848937988,134.0,6.8911013603210405,Val-de-Ruz,2043,5.0,Mehrfamilienhaus,855000.0,0.0,39.0,81.0,4,6.0,0,0,0,0,8
1990,47.2161712646484,130.0,7.5847916603088406,Luterbach,4542,4.0,Mehrfamilienhaus,525000.0,0.10550822764748133,26.0,55.0,11,27.0,3,0,3,3,48
1967,47.4867973327637,82.0,7.588964939117429,Reinach (BL),4153,4.0,Mehrfamilienhaus,700000.0,0.0,12.0,15.0,38,38.0,3,0,3,3,89
1800,47.0385665893555,105.0,9.06584548950195,Glarus,8750,5.0,Mehrfamilienhaus,250000.0,0.022691626523495788,40.0,63.0,20,22.0,3,0,3,3,45
1898,46.2036247253418,1459.0,6.89058685302734,Val-d'Illiez,1873,9.0,Einfamilienhaus,895000.0,0.007159697604963348,41.0,92.0,8,11.0,3,0,0,3,22
2010,46.762046813964794,203.0,7.633849620819089,Thun,3600,6.0,Wohnung,1480000.0,0.04037574837156772,18.0,24.0,20,36.0,0,0,0,0,77
1994,47.3842544555664,125.0,8.71849060058594,Volketswil,8605,5.0,Mehrfamilienhaus,1100000.0,0.0009751368873441461,11.0,18.0,13,17.0,3,0,0,3,42
1978,47.1569938659668,858.0,7.3162565231323216,Safnern,2553,5.0,Einfamilienhaus,1095000.0,0.0004818864356174099,33.0,61.0,2,2.0,0,0,0,0,4
1981,47.056968688964794,113.0,7.5112166404724094,Jegenstorf,3303,5.0,Einfamilienhaus,798000.0,0.0,14.0,22.0,8,8.0,0,0,0,0,23
1760,46.9960746765137,105.0,9.06524658203125,Glarus Süd,8762,4.0,Einfamilienhaus,295000.0,0.018606849421360025,45.0,75.0,8,9.0,3,0,0,3,8
1979,47.4432563781738,136.0,9.40090274810791,St. Gallen,9016,5.0,Einfamilienhaus,1290000.0,0.007431041432005936,48.0,71.0,10,10.0,3,0,0,3,25
1994,46.7098045349121,180.0,6.576220035552981,Chavornay,1373,5.0,Einfamilienhaus,1150000.0,0.0,15.0,24.0,9,9.0,3,0,0,3,24
1960,46.1647453308105,51.0,8.757336616516112,Losone,6616,2.0,Mehrfamilienhaus,350000.0,0.00044504765530270566,37.0,108.0,25,40.0,3,0,0,3,52
2004,46.1492385864258,125.0,8.95022010803223,Cadenazzo,6593,5.0,Einfamilienhaus,675000.0,0.0,23.0,44.0,17,23.0,3,0,0,3,49
1958,47.4269905090332,114.0,9.13104629516602,Oberuzwil,9242,5.0,Mehrfamilienhaus,590000.0,0.00040399822541099735,41.0,63.0,9,18.0,4,0,0,4,44
1968,47.367984771728494,136.0,8.62838172912598,Fällanden,8118,5.0,Mehrfamilienhaus,1050000.0,0.0,7.0,8.0,8,17.0,3,0,0,3,35
1965,47.501682281494105,96.0,7.55982875823975,Therwil,4106,4.0,Einfamilienhaus,795000.0,0.000175157450135138,11.0,23.0,20,28.0,5,0,3,4,93
1967,47.294548034668,105.0,8.24806213378906,Fahrwangen,5615,4.0,Mehrfamilienhaus,625000.0,0.0,29.0,55.0,6,7.0,3,3,3,3,11
